Utterance,Emotion,Dialogue_ID,Utterance_ID,Speaker,source
You are always responsible and careful .,joy,dailydialog_13702,0,Speaker,dailydialog
"I've been overseas , So have you been busy lately ?",neutral,dailydialog_13703,0,Speaker,dailydialog
"You have 16 balls on the table , 7 solid colored , 7 striped colored , a black 8 ball , and the white ball .",neutral,dailydialog_13704,0,Speaker,dailydialog
"Really , there's a bus stop right by the mall ?",neutral,dailydialog_13705,0,Speaker,dailydialog
Yes . I ’ m interested in a job your company posted on the Internet .,neutral,dailydialog_13706,0,Speaker,dailydialog
"Katherine ? Well , she's good at languages .",joy,dailydialog_13707,0,Speaker,dailydialog
That ’ s not a bad idea . Bet after all you should get some sound financial guarantee .,neutral,dailydialog_13708,0,Speaker,dailydialog
I wonder Why .,neutral,dailydialog_13709,0,Speaker,dailydialog
Is there any training program for the employees to make a further study ?,neutral,dailydialog_13710,0,Speaker,dailydialog
That ’ s a good idea . I ’ ll look into finding something like that .,joy,dailydialog_13711,0,Speaker,dailydialog
Well . It's not my taste . Would you please bring me a short sleeve ?,neutral,dailydialog_13712,0,Speaker,dailydialog
"Yes , this runway is going to sparkle with glamour and style !",joy,dailydialog_13713,0,Speaker,dailydialog
What ’ s wrong ? I want a break from this horrible job .,anger,dailydialog_13714,0,Speaker,dailydialog
"Well , girls like us are happy to spend our time on those kinds of things . Actually , do we still have a meeting this afternoon ?",joy,dailydialog_13715,0,Speaker,dailydialog
what happened ? You look so pale .,neutral,dailydialog_13716,0,Speaker,dailydialog
He's a hero in our town .,joy,dailydialog_13717,0,Speaker,dailydialog
"I don't know exactly , but it costs a lot of money .",neutral,dailydialog_13718,0,Speaker,dailydialog
Perhaps you can tell me a little more about this .,neutral,dailydialog_13719,0,Speaker,dailydialog
"hello , do you remember me ? I bought some vases from you yesterday .",neutral,dailydialog_13720,0,Speaker,dailydialog
I'm happy to see you again .,joy,dailydialog_13721,0,Speaker,dailydialog
"Yes , they do .",neutral,dailydialog_13722,0,Speaker,dailydialog
"Well , I've got to go . See you later .",joy,dailydialog_13723,0,Speaker,dailydialog
Is that true ? I can't believe it . There are always some meetings in this company .,surprise,dailydialog_13724,0,Speaker,dailydialog
We're all familiar with natural disasters . but we still feel weak when we face Wenchman earthquake .,joy,dailydialog_13725,0,Speaker,dailydialog
It's worth it just to go and eat what the mafia eat ! The five-dollar tiramisu is a culinary orgasm .,neutral,dailydialog_13726,0,Speaker,dailydialog
Did he do something wrong ?,neutral,dailydialog_13727,0,Speaker,dailydialog
Who is the best man ?,joy,dailydialog_13728,0,Speaker,dailydialog
Of course it counts . What kind of work did you do there ?,neutral,dailydialog_13729,0,Speaker,dailydialog
"Yes , some friends play it all day , all night , and sometimes a whole weekend . I tried to read about some basic rules online , but it is hard to understand . So I went to watch people play yesterday only to find I was even more confused . I think I have to work hard on those rules and more learning by doing . Practice makes the master .",neutral,dailydialog_13730,0,Speaker,dailydialog
Nice to meet you guys .,joy,dailydialog_13731,0,Speaker,dailydialog
Excuse me.When ' s the next bus ?,neutral,dailydialog_13732,0,Speaker,dailydialog
"You will receive a Continued Claim Form and every two weeks , you must turn it in .",neutral,dailydialog_13733,0,Speaker,dailydialog
I know . I am sorry that I yelled at you .,sadness,dailydialog_13734,0,Speaker,dailydialog
So you want to go to Malibu ?,joy,dailydialog_13735,0,Speaker,dailydialog
When will I be able to do that ?,neutral,dailydialog_13736,0,Speaker,dailydialog
It's the holidays ! Everybody knows how hard it is to get tickets !,anger,dailydialog_13737,0,Speaker,dailydialog
"Sure . Most facials start with a thorough cleaning . Then we usually use a toner to invigorate the skin , followed by exfoliation treatment-a peeling mask or scrub that removes the dead cells that make the skin lock dull . After that , we'll massage your face and neck with oil or cream to improve the circulation and relieve the tension , followed by a mask to moisturize and soften the skin .",neutral,dailydialog_13738,0,Speaker,dailydialog
It ’ s great ! I ’ Ve learned a lot from reading it .,joy,dailydialog_13739,0,Speaker,dailydialog
That's really convenient . Does it have the Bluetooth ?,joy,dailydialog_13740,0,Speaker,dailydialog
You are really a wet blanket .,neutral,dailydialog_13741,0,Speaker,dailydialog
I like alternative music .,neutral,dailydialog_13742,0,Speaker,dailydialog
It's a clear spirit we drink any time of the day . You will love it !,joy,dailydialog_13743,0,Speaker,dailydialog
Excuse me . Is anyone sitting here ?,neutral,dailydialog_13744,0,Speaker,dailydialog
"How about we hook up for lunch at 12:00 , and then go see the movie afterwards .",joy,dailydialog_13745,0,Speaker,dailydialog
Absolutely . I bought them from the King's estate myself ! Tell you what-I'll let you have five for one hundred bucks .,joy,dailydialog_13746,0,Speaker,dailydialog
Sure . Now it's all right . Here is your boarding pass and label . Have a nice trip .,neutral,dailydialog_13747,0,Speaker,dailydialog
He got the scholarship to Harvard .,neutral,dailydialog_13748,0,Speaker,dailydialog
Do you like the apartment so far ?,neutral,dailydialog_13749,0,Speaker,dailydialog
"I don't think drinking requires any special purposes . For us people in the West , the purpose is generally quite simple-to savor the wine .",neutral,dailydialog_13750,0,Speaker,dailydialog
"Well , in the first year of our marriage , we had great difficulties in getting along . The things that are important to me are not important to him . We had a lot of conflicts .",joy,dailydialog_13751,0,Speaker,dailydialog
It ’ s going to come together just fine . Trust me !,neutral,dailydialog_13752,0,Speaker,dailydialog
They give you discounts on some stuff that you want to buy .,neutral,dailydialog_13753,0,Speaker,dailydialog
He seemed ok . We didn ’ t stop and chat because we were on opposite banks of the canal . We just waved at each other .,neutral,dailydialog_13754,0,Speaker,dailydialog
Sorry . There's no one named Li Lin here . Are you sure you have the right name ?,neutral,dailydialog_13755,0,Speaker,dailydialog
That sounds really nice . What did you do there ?,joy,dailydialog_13756,0,Speaker,dailydialog
I can ’ t believe my English teacher is making me read pride and prejudice !,surprise,dailydialog_13757,0,Speaker,dailydialog
"Women like that kind of thing , beautiful thoughts that are touching .",neutral,dailydialog_13758,0,Speaker,dailydialog
My house is next door to yours .,neutral,dailydialog_13759,0,Speaker,dailydialog
"Oh , you can rest assured that they'll be no problem .",neutral,dailydialog_13760,0,Speaker,dailydialog
"Oh , very good .",joy,dailydialog_13761,0,Speaker,dailydialog
Can you help me ? This fitting has come loose and I need something to tighten it up .,neutral,dailydialog_13762,0,Speaker,dailydialog
"yeah , I quit my job , and started working from home . Recently I've got a project to deal with and don't have much time to work out .",neutral,dailydialog_13763,0,Speaker,dailydialog
"Don ’ t do it ! If you get caught making false statements , you can have your claim closed .",surprise,dailydialog_13764,0,Speaker,dailydialog
Good morning ! Marquette General Hospital . Tia speaking . May I help you ?,neutral,dailydialog_13765,0,Speaker,dailydialog
I guess it Is Mrs Hill . She sued for divorce on the grounds of her husband's misconduct with his secretary .,neutral,dailydialog_13766,0,Speaker,dailydialog
You have made a poor meal . Let me get you some more fish .,joy,dailydialog_13767,0,Speaker,dailydialog
"Also , are they allowing the apartment ?",neutral,dailydialog_13768,0,Speaker,dailydialog
Have you run into your cousin Jimmy lately ?,neutral,dailydialog_13769,0,Speaker,dailydialog
Sorry . I didn't know .,sadness,dailydialog_13770,0,Speaker,dailydialog
Would you mind showing me your passport ?,neutral,dailydialog_13771,0,Speaker,dailydialog
Who is afraid ? I am not afraid .,joy,dailydialog_13772,0,Speaker,dailydialog
I see . And what kind of feeling do you want to create for your kitchen ?,neutral,dailydialog_13773,0,Speaker,dailydialog
I'm not surprised . She's a plain Jane .,neutral,dailydialog_13774,0,Speaker,dailydialog
That sounds like fun . Would you mind some company ?,joy,dailydialog_13775,0,Speaker,dailydialog
Can I buy these tax free ?,neutral,dailydialog_13776,0,Speaker,dailydialog
We should hang out some time .,joy,dailydialog_13777,0,Speaker,dailydialog
"Come on , darling.We haven't got much time .",neutral,dailydialog_13778,0,Speaker,dailydialog
It's fun .,joy,dailydialog_13779,0,Speaker,dailydialog
Wow !,surprise,dailydialog_13780,0,Speaker,dailydialog
I ’ ll give you their phone number . It ’ s 601 789 5634 .,neutral,dailydialog_13781,0,Speaker,dailydialog
Friday then . How about it ?,neutral,dailydialog_13782,0,Speaker,dailydialog
Her lips ? The early morning rose would wither on the branch if it could feel envy .,joy,dailydialog_13783,0,Speaker,dailydialog
"It's a great place to work . They give you fair pay and benefits , and a lot of room to grow . I think if they off you a job , you should definitely take it .",neutral,dailydialog_13784,0,Speaker,dailydialog
I'm not flattering you.You ' re full of energy every day .,joy,dailydialog_13785,0,Speaker,dailydialog
Could you tell me something about it ?,neutral,dailydialog_13786,0,Speaker,dailydialog
"Very well . You aren't in a hurry , are you ?",joy,dailydialog_13787,0,Speaker,dailydialog
"No , but I can learn . What are you going to do this summer ?",neutral,dailydialog_13788,0,Speaker,dailydialog
"No , it's just that it's a holiday . With everyone out partying , there's a lot of drunk driving .",neutral,dailydialog_13789,0,Speaker,dailydialog
Here is ten Yuan .,neutral,dailydialog_13790,0,Speaker,dailydialog
"At 2 o'clock , I switched to the Channel 6 , and watched a terrific movie without commercials .",neutral,dailydialog_13791,0,Speaker,dailydialog
You look great !,joy,dailydialog_13792,0,Speaker,dailydialog
I'd have a Scotch if I were you . We deserve it .,neutral,dailydialog_13793,0,Speaker,dailydialog
"Very well , thank you , Mr . Parker .",joy,dailydialog_13794,0,Speaker,dailydialog
"That's reasonable . OK , thank you very much .",joy,dailydialog_13795,0,Speaker,dailydialog
I don ’ t know what happened to me . I just lost it .,sadness,dailydialog_13796,0,Speaker,dailydialog
"well , perhaps you're right . Sometimes EQ matters more than IQ .",neutral,dailydialog_13797,0,Speaker,dailydialog
I'd like to have red cooked sea cucumber .,neutral,dailydialog_13798,0,Speaker,dailydialog
Would you excuse me ?,neutral,dailydialog_13799,0,Speaker,dailydialog
Thank you for your compliments .,neutral,dailydialog_13800,0,Speaker,dailydialog
OK ... OK ... Anyway . I will treat you as my best friend . I hope you can do the same .,neutral,dailydialog_13801,0,Speaker,dailydialog
"No , I don't think so . I'll be too busy having tea in our new tea room .",neutral,dailydialog_13802,0,Speaker,dailydialog
"Sounds good , let me get that .",joy,dailydialog_13803,0,Speaker,dailydialog
Did you notice the way that she avoided making eye contact with us while she talked ?,neutral,dailydialog_13804,0,Speaker,dailydialog
You're going to like him . Everybody says he's a nice guy .,joy,dailydialog_13805,0,Speaker,dailydialog
Our representative in your country faxed a letter that you showed an interest in some of our products on display at the Oct . Exhibition there . Now we'd like to know if you have any specific requirements in mind .,neutral,dailydialog_13806,0,Speaker,dailydialog
This city is really comfortable to living .,joy,dailydialog_13807,0,Speaker,dailydialog
Did you hear that Mary ’ s marriage is on the rocks ?,neutral,dailydialog_13808,0,Speaker,dailydialog
"There isn't a lot , why , do you have a large load to wash ?",neutral,dailydialog_13809,0,Speaker,dailydialog
What for ?,surprise,dailydialog_13810,0,Speaker,dailydialog
How do you do ?,joy,dailydialog_13811,0,Speaker,dailydialog
"well , that's true . In a sense , it is not so much what you drink that really counts , as where and how you drink .",neutral,dailydialog_13812,0,Speaker,dailydialog
"Fine , what do you call this ?",joy,dailydialog_13813,0,Speaker,dailydialog
"Now , I am responsible for training new staff , but you keep overriding my authority by trying to pose your methods . I know you are a hotshot college graduate with something to prove . But I don ’ t like your way .",neutral,dailydialog_13814,0,Speaker,dailydialog
I think John is the best player on the field .,joy,dailydialog_13815,0,Speaker,dailydialog
"It's rather expensive , isn't it ?",neutral,dailydialog_13816,0,Speaker,dailydialog
Good evening . Do you have a reservation ?,neutral,dailydialog_13817,0,Speaker,dailydialog
Welcome to our bar !,joy,dailydialog_13818,0,Speaker,dailydialog
"Keep walking till ou pass the square , then turn right . Walk past two lights and turn left at the third .",neutral,dailydialog_13819,0,Speaker,dailydialog
"You mean , kung fu may not be so powerful as it is imagined ? To some extent your idea holds water . Kung fu was originally intended for self-defense , but with time it became something more than defense skills . Now we are apt to treat it as an art .",neutral,dailydialog_13820,0,Speaker,dailydialog
"The classes have him out of the office , so that is stressful for him . But as far as homework goes , it is a breeze for him .",neutral,dailydialog_13821,0,Speaker,dailydialog
You mean Johnny threw out all the dinnerware ?,neutral,dailydialog_13822,0,Speaker,dailydialog
That ’ s no good .,neutral,dailydialog_13823,0,Speaker,dailydialog
Isn't it lovely ! That's when she got her Master's Degree from Miami University .,joy,dailydialog_13824,0,Speaker,dailydialog
"Thank you so much , I would really appreciate that .",joy,dailydialog_13825,0,Speaker,dailydialog
"Sure , we can reduce our price by ten percent .",neutral,dailydialog_13826,0,Speaker,dailydialog
Get some snack foods .,neutral,dailydialog_13827,0,Speaker,dailydialog
"It was fun , I tell you .",joy,dailydialog_13828,0,Speaker,dailydialog
Mr . Wilson . I'm very glad we reached the agreement at last . Now I'd like to propose a toast to the further development of our cooperation .,joy,dailydialog_13829,0,Speaker,dailydialog
"I will . Thank you , dad .",joy,dailydialog_13830,0,Speaker,dailydialog
I wonder if you can cook things this good .,joy,dailydialog_13831,0,Speaker,dailydialog
"Oh , is there ? Will you find someone to take us to the hospital then ?",neutral,dailydialog_13832,0,Speaker,dailydialog
Yes . Let ’ s sleep on the sand . That ’ s most exciting !,joy,dailydialog_13833,0,Speaker,dailydialog
"In my country , there ’ s a time limit on the advertisements that can be shown . I think it ’ s about six minutes per hour .",neutral,dailydialog_13834,0,Speaker,dailydialog
"Yeah , I ’ m better after talking to you .",sadness,dailydialog_13835,0,Speaker,dailydialog
Lisa wins the first prize in the English speech contest of her college .,neutral,dailydialog_13836,0,Speaker,dailydialog
"You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ’ t receive your delivery in time .",neutral,dailydialog_13837,0,Speaker,dailydialog
"Yes , your check will be a little late in getting to you .",neutral,dailydialog_13838,0,Speaker,dailydialog
The lower branches on that tree are hanging very low . Would you like me to cut them off for you ?,joy,dailydialog_13839,0,Speaker,dailydialog
Happy birthday ! Many happy returns ( of the day ) .,joy,dailydialog_13840,0,Speaker,dailydialog
"Well , I don ’ t have any other questions so far . I would like to think a couple of days before I give you my final answer .",neutral,dailydialog_13841,0,Speaker,dailydialog
I just won the lottery .,joy,dailydialog_13842,0,Speaker,dailydialog
"Well , I'll accept the price and place an initial order of 10,000 units .",neutral,dailydialog_13843,0,Speaker,dailydialog
"What time is it , please ?",neutral,dailydialog_13844,0,Speaker,dailydialog
"You bet . I ’ ll swing by after lunch , okay ?",neutral,dailydialog_13845,0,Speaker,dailydialog
The 268 is the first bus you need to catch .,neutral,dailydialog_13846,0,Speaker,dailydialog
Which one will you be going to ?,neutral,dailydialog_13847,0,Speaker,dailydialog
Excuse me . Do you think I can get there in time to catch the 11:30 train ?,neutral,dailydialog_13848,0,Speaker,dailydialog
"Speaking of The X-files , it's on right now !",neutral,dailydialog_13849,0,Speaker,dailydialog
really ? That ’ s a lot of money to pay for one room .,surprise,dailydialog_13850,0,Speaker,dailydialog
"You did ? Do tell me . I've spent all these months trying to learn something new about it , but I've made little progress !",neutral,dailydialog_13851,0,Speaker,dailydialog
That's coincidence 。,neutral,dailydialog_13852,0,Speaker,dailydialog
Does she know how to speak Spanish ?,joy,dailydialog_13853,0,Speaker,dailydialog
Have we sold out all the newspapers for today ?,joy,dailydialog_13854,0,Speaker,dailydialog
Gorgeous ! What should I bring on that day ?,joy,dailydialog_13855,0,Speaker,dailydialog
"Yes , you can take small sum of money and important items such as passport and keys and business documents and so on .",neutral,dailydialog_13856,0,Speaker,dailydialog
I was just wondering if many Chinese people take their leftover food home from a restaurant .,neutral,dailydialog_13857,0,Speaker,dailydialog
Finding an excuse is obviously down your alley . And trying to avoid taking care of the children is what you are good at .,anger,dailydialog_13858,0,Speaker,dailydialog
By how many minutes ?,neutral,dailydialog_13859,0,Speaker,dailydialog
"Green , G-R-E-E-N , but just call me Mary .",neutral,dailydialog_13860,0,Speaker,dailydialog
Yes . This has been fun .,joy,dailydialog_13861,0,Speaker,dailydialog
"to people all over the world ! I have a lot of net pals . See , the magic of internet is that it connects people from all over the world . You can chat with someone thousands of miles away as if they were",neutral,dailydialog_13862,0,Speaker,dailydialog
We've been looking forward to your visit . It is a great pleasure for us to have you as our guest . It is always more convenient to discuss things face to face .,joy,dailydialog_13863,0,Speaker,dailydialog
"It was OK . There was a lot of turbulence , though .",neutral,dailydialog_13864,0,Speaker,dailydialog
Really ? I hope it hasn ’ t left without me .,surprise,dailydialog_13865,0,Speaker,dailydialog
Two nights .,neutral,dailydialog_13866,0,Speaker,dailydialog
"That maybe true , and I for one don ’ t want to see anyone lose their job , but how can these Ces ask for a bailout when they ’ re making millions of dollars ? And then , they have the nerve to fly to Washington in private jets ! This costs hundreds of thousands of dollars ! And they ’ re asking for money ! That is just not right !",anger,dailydialog_13867,0,Speaker,dailydialog
"Well , I just need to make and receive calls , and it's quite reliable . I find that the more fancy stuff they put into these things , the more likely they are to break bown or go wrong , you know ? I mean , this camera function , for instance-how often do you use it ?",neutral,dailydialog_13868,0,Speaker,dailydialog
I'd enjoy that .,joy,dailydialog_13869,0,Speaker,dailydialog
Ok . Let ’ s go !,joy,dailydialog_13870,0,Speaker,dailydialog
not really . I may have some occasionally for a chance . But I don't indulge myself too much .,neutral,dailydialog_13871,0,Speaker,dailydialog
"Thank you , Ma'am .",joy,dailydialog_13872,0,Speaker,dailydialog
Don ’ t dress like that . You ’ ll make fool yourself . You look stupid in that robe .,disgust,dailydialog_13873,0,Speaker,dailydialog
"Thank you for your understanding , Mr . Tim .",joy,dailydialog_13874,0,Speaker,dailydialog
"Thank you , but I really want to relax myself . I ’ m very sorry .",sadness,dailydialog_13875,0,Speaker,dailydialog
but I always get tongue-tied when I see her .,neutral,dailydialog_13876,0,Speaker,dailydialog
Sounds cool ! But that is not what a lady should do . People are easy to lose head in a night club and being drunk .,neutral,dailydialog_13877,0,Speaker,dailydialog
Hold on please .,neutral,dailydialog_13878,0,Speaker,dailydialog
"Great ! Then I suppose I'm looking forward to my first promotion , too .",joy,dailydialog_13879,0,Speaker,dailydialog
"Ok . Let's compromise . If you agree to only spend 75 on books , I'll agree to only spend 40 for my next shirt .",neutral,dailydialog_13880,0,Speaker,dailydialog
Going to the cafeteria ?,neutral,dailydialog_13881,0,Speaker,dailydialog
"Yes , it is . There are three bedrooms , a living room , a dining room , and a big kitchen . There's also a garden .",neutral,dailydialog_13882,0,Speaker,dailydialog
"Three thousand . Please check it , sir . Thank you and have a good day .",joy,dailydialog_13883,0,Speaker,dailydialog
"Believe me , Mr . Wang . I'll do my best to promote the transaction .",neutral,dailydialog_13884,0,Speaker,dailydialog
The waitress is walking over here with our check even as we speak .,neutral,dailydialog_13885,0,Speaker,dailydialog
Peter ! Pack them . Don't read them .,anger,dailydialog_13886,0,Speaker,dailydialog
Good idea . I ’ d be very happy to go there .,joy,dailydialog_13887,0,Speaker,dailydialog
That sounds fine . I'll be there around seven .,joy,dailydialog_13888,0,Speaker,dailydialog
"That ’ s right ! That ’ s the queen and that ’ s the king . If the other player captures your king , he will say Check Mate and the game is over ! Doesn ’ t this sound fun ?",neutral,dailydialog_13889,0,Speaker,dailydialog
That's no problem . Do you offer any other consulting services ?,neutral,dailydialog_13890,0,Speaker,dailydialog
The night life there . It's so romantic !,joy,dailydialog_13891,0,Speaker,dailydialog
"Hey , watch where you ’ re going !",disgust,dailydialog_13892,0,Speaker,dailydialog
"Yes , I ’ d like to deposit one billion dollars .",neutral,dailydialog_13893,0,Speaker,dailydialog
"Can I take a message , Mr Laing ?",neutral,dailydialog_13894,0,Speaker,dailydialog
"That's easy , how about a cowgirl ? Oh I know even better , a Canadian Mountie .",joy,dailydialog_13895,0,Speaker,dailydialog
"Well , eight hundred , then ?",neutral,dailydialog_13896,0,Speaker,dailydialog
What a washing machine ! It ’ s getting worse today . Look ! Now it doesn ’ t work at all . I think I need a new one .,neutral,dailydialog_13897,0,Speaker,dailydialog
I am going to the railway station .,neutral,dailydialog_13898,0,Speaker,dailydialog
"Come off it , Mary .",joy,dailydialog_13899,0,Speaker,dailydialog
"That ’ s right , we bought it the same day we came on the market .",neutral,dailydialog_13900,0,Speaker,dailydialog
How about the Classical Music Club ?,neutral,dailydialog_13901,0,Speaker,dailydialog
"Hello , is this apartment management ?",neutral,dailydialog_13902,0,Speaker,dailydialog
Whose handset sounds so beautiful,joy,dailydialog_13903,0,Speaker,dailydialog
I want to get a big bag and buy a little of everything .,joy,dailydialog_13904,0,Speaker,dailydialog
That makes sense .,joy,dailydialog_13905,0,Speaker,dailydialog
Not me . I like to throw back what I catch .,neutral,dailydialog_13906,0,Speaker,dailydialog
"Yes , but did you remember ? You need good notes to help you remember .",neutral,dailydialog_13907,0,Speaker,dailydialog
"I forgot about the potatoes . Oh , I almost forget that we need a microwave oven badly . What kind of tea do you prefer ? Green tea or flower tea ?",neutral,dailydialog_13908,0,Speaker,dailydialog
I see.so this is your hometown ?,neutral,dailydialog_13909,0,Speaker,dailydialog
When do you celebrate Thanksgiving ?,neutral,dailydialog_13910,0,Speaker,dailydialog
Do you want to go to an exhibition ? There is one at the Xinghai Exhibition Hall tomorrow .,joy,dailydialog_13911,0,Speaker,dailydialog
"Hmm . I have the same problem . When I leave work , it ’ s always rush hour.So the buses are always crowded .",neutral,dailydialog_13912,0,Speaker,dailydialog
Sorry to hear that . What happened ?,neutral,dailydialog_13913,0,Speaker,dailydialog
"Well , did you want to go see a movie with me ?",neutral,dailydialog_13914,0,Speaker,dailydialog
I ’ m very pleased with their performances . Timmy can cover the 100 meters in 12 seconds . That ’ s very fast for a kid his age .,neutral,dailydialog_13915,0,Speaker,dailydialog
Can you get it ?,neutral,dailydialog_13916,0,Speaker,dailydialog
7 a . m .,neutral,dailydialog_13917,0,Speaker,dailydialog
Good morning . Is this where I can get a library card issued to me ?,neutral,dailydialog_13918,0,Speaker,dailydialog
"Would you like to go skiing with me ? I heard the new ski area is great . They have safe tracks , especially for the beginners and provide free training . I think it suits you best .",neutral,dailydialog_13919,0,Speaker,dailydialog
"I always have meals outside , because I ’ m not good at cooking .",neutral,dailydialog_13920,0,Speaker,dailydialog
Why are you so excited ?,neutral,dailydialog_13921,0,Speaker,dailydialog
I don't think so . Your admirer seems kind of sweet . Aren't you even a little curious about him ?,neutral,dailydialog_13922,0,Speaker,dailydialog
"All right , how about the other guests .",neutral,dailydialog_13923,0,Speaker,dailydialog
You're dancing so well .,joy,dailydialog_13924,0,Speaker,dailydialog
Because I've already proved it . Smoking's the easiest thing in the world to give up . I've done it hundreds of times !,neutral,dailydialog_13925,0,Speaker,dailydialog
No . I was way too busy studying all the time . How about you ?,neutral,dailydialog_13926,0,Speaker,dailydialog
"yes , but I'd like to have a chance at job advancement .",neutral,dailydialog_13927,0,Speaker,dailydialog
"morning , Mary ? It ’ s John Kramer calling . You remember you handled my tax forms for me ?",neutral,dailydialog_13928,0,Speaker,dailydialog
"Single , please .",neutral,dailydialog_13929,0,Speaker,dailydialog
"Maybe . But if there's a blackout , probably the pubs are closed.And besides , I know you have a political science exam tomorrow . I thought you had a lot of reading to do .",neutral,dailydialog_13930,0,Speaker,dailydialog
"Dad ! Are you serious ? What ’ s the point of having central heating if we can ’ t use it ! Look , I can see my breath !",surprise,dailydialog_13931,0,Speaker,dailydialog
I want to ask you a couple questions .,neutral,dailydialog_13932,0,Speaker,dailydialog
Tango is my favorite . Anything but hip-hop or the foxtrot . ( the music has stopped ),joy,dailydialog_13933,0,Speaker,dailydialog
"Well , I studied French at school , but I ’ Ve forgotten most of it . I learnt some Russian while I was studying there and now I study Spanish in evening classes . Do you speak Japanese at home with your pa",neutral,dailydialog_13934,0,Speaker,dailydialog
I think I like classical music better .,neutral,dailydialog_13935,0,Speaker,dailydialog
You were ?,neutral,dailydialog_13936,0,Speaker,dailydialog
I want to take them to court .,anger,dailydialog_13937,0,Speaker,dailydialog
Keep lying down . The matter is that all the medicine here is past expiration .,neutral,dailydialog_13938,0,Speaker,dailydialog
That's wonderful . Congratulations .,joy,dailydialog_13939,0,Speaker,dailydialog
"The brand name and the nice artwork need not be changed , but the net weight must be placed on the lower part of the panel .",neutral,dailydialog_13940,0,Speaker,dailydialog
"Welcome to China , Paula .",joy,dailydialog_13941,0,Speaker,dailydialog
It's all over . I'm bankrupt .,sadness,dailydialog_13942,0,Speaker,dailydialog
I see . So this is the bill then and the total is ... ?,neutral,dailydialog_13943,0,Speaker,dailydialog
I ’ m just looking for a nice pillow on Ebay .,neutral,dailydialog_13944,0,Speaker,dailydialog
"I am sorry , sir . You bought it 2 weeks ago , and you can only refund it in one week .",sadness,dailydialog_13945,0,Speaker,dailydialog
I'm glad I was able to help .,joy,dailydialog_13946,0,Speaker,dailydialog
"Then you can take Route No . 5 . Next I would suggest the International Dragon Boat Race where you can watch Lion Dance , Dragon Boat racing , and many other water shows .",neutral,dailydialog_13947,0,Speaker,dailydialog
"Good morning , Mary !",joy,dailydialog_13948,0,Speaker,dailydialog
"yes , her daughter's having a baby , so she's moving in with her to help out . I think if you are interested , you can come over and have a look .",neutral,dailydialog_13949,0,Speaker,dailydialog
What materials do they need in order to apply the passport ?,neutral,dailydialog_13950,0,Speaker,dailydialog
"Well , I may have accidentally insinuated that she is getting chubbier .",neutral,dailydialog_13951,0,Speaker,dailydialog
"Yeah , it's really a unique experience . It's a solo concert by Pavarotti . He put on the performance in the Forbidden City in Beijing .",joy,dailydialog_13952,0,Speaker,dailydialog
"Me , too . But I could never make bracelets like these .",neutral,dailydialog_13953,0,Speaker,dailydialog
"I wasn't kidding before , OK , I'm fine now .",neutral,dailydialog_13954,0,Speaker,dailydialog
"Not a problem . We offer a Personal Loan for Studying Abroad for anyone who's studying overseas , regardless of the circumstances . Anyone is eligible to apply",neutral,dailydialog_13955,0,Speaker,dailydialog
"If it is not to your satisfaction , I ’ ll certainly bring you another . But I ’ m afraid you may have to wait for a few minutes .",neutral,dailydialog_13956,0,Speaker,dailydialog
"Well , actually I failed to meet a deadline last week and I forgot to answer an e-mail for a VIP customer yesterday .",sadness,dailydialog_13957,0,Speaker,dailydialog
Have you seen the new Hannibal Letter movie ?,neutral,dailydialog_13958,0,Speaker,dailydialog
Yes . My name ’ s Mark Benson . I just started a couple of weeks ago .,neutral,dailydialog_13959,0,Speaker,dailydialog
Great ! I can teach you men a thing or two about shopping !,joy,dailydialog_13960,0,Speaker,dailydialog
I am calling about the advertisement for a flat with a bedroom . Do you still have it ?,neutral,dailydialog_13961,0,Speaker,dailydialog
"We may go abroad , my wife wants to go to Egypt , and I'd like to go there too . We haven't made up our mind yet .",joy,dailydialog_13962,0,Speaker,dailydialog
I absolutely love it .,joy,dailydialog_13963,0,Speaker,dailydialog
"35.00 dollars a week , but I don ’ t allow smoking .",neutral,dailydialog_13964,0,Speaker,dailydialog
"You are so Platonic . Those naive girls will eventually grow into real women . They can't resist love , and men cannot resist their attraction either .",neutral,dailydialog_13965,0,Speaker,dailydialog
"How , exactly , does this work ?",neutral,dailydialog_13966,0,Speaker,dailydialog
"You need to leave the cup in the cubby in the restroom , and the lab tech will get it from the other side .",neutral,dailydialog_13967,0,Speaker,dailydialog
"Well , my mum lost her job yesterday .",sadness,dailydialog_13968,0,Speaker,dailydialog
Certainly.How do you like to have it made ?,joy,dailydialog_13969,0,Speaker,dailydialog
Just kids like that .,neutral,dailydialog_13970,0,Speaker,dailydialog
But I doubt myself .,sadness,dailydialog_13971,0,Speaker,dailydialog
"Actually , i popped in them last night .",neutral,dailydialog_13972,0,Speaker,dailydialog
Very well . How's Mrs . Clinton ?,neutral,dailydialog_13973,0,Speaker,dailydialog
I'm tired . I need a rest .,neutral,dailydialog_13974,0,Speaker,dailydialog
The police need our help finding a robber .,neutral,dailydialog_13975,0,Speaker,dailydialog
Have you seen the news today ?,neutral,dailydialog_13976,0,Speaker,dailydialog
"Well , the climate's different for a start . It doesn't rain so much as it does in England . The sun shines more often .",neutral,dailydialog_13977,0,Speaker,dailydialog
