Utterance,Emotion,Dialogue_ID,Utterance_ID,Speaker,source
"Oh , come on ! Failure is the mother of success . Don ’ t lose heart . I'm sure you'll succeed .",joy,dailydialog_5228,0,Speaker,dailydialog
I loved it . I'll take it .,joy,dailydialog_5229,0,Speaker,dailydialog
Really ? That's great . You hope to join a company after graduating ?,surprise,dailydialog_5230,0,Speaker,dailydialog
We found your samples very attractive.We ' re interested in buying your garments if your prices are reasonable,neutral,dailydialog_5231,0,Speaker,dailydialog
"It is ? Oh , that ’ s nice .",surprise,dailydialog_5232,0,Speaker,dailydialog
Did you have fun there ?,joy,dailydialog_5233,0,Speaker,dailydialog
"Then , why didn't you try to prevent it in the beginning ?",anger,dailydialog_5234,0,Speaker,dailydialog
I hope you'll see that we are really doing our utmost .,joy,dailydialog_5235,0,Speaker,dailydialog
I don't know what to do about the people who live in the flat above me !,anger,dailydialog_5236,0,Speaker,dailydialog
I left after the opening dance . I couldn't wait to get out of there .,disgust,dailydialog_5237,0,Speaker,dailydialog
Unbelievable ! Parking in this city is such a nightmare !,surprise,dailydialog_5238,0,Speaker,dailydialog
And good shot !,joy,dailydialog_5239,0,Speaker,dailydialog
"Oh , great ! That's at the other end of the terminal !",surprise,dailydialog_5240,0,Speaker,dailydialog
"Where is Tom ? It was his idea to have the bachelor party at a ETV , wasn't it ?",joy,dailydialog_5241,0,Speaker,dailydialog
It really depends on you .,neutral,dailydialog_5242,0,Speaker,dailydialog
"Sorry , our prices are set .",sadness,dailydialog_5243,0,Speaker,dailydialog
There must be several private companies that are interested in employing someone like you . You could do some research for a university . There ’ s a lot of discussion about genetics nowadays . Someone wit,joy,dailydialog_5244,0,Speaker,dailydialog
"With that attitude , I don't really think we have much more to discuss here .",anger,dailydialog_5245,0,Speaker,dailydialog
How was the party last night ? Did you enjoy it ?,neutral,dailydialog_5246,0,Speaker,dailydialog
"Perhaps , but I haven ’ t felt well for a few days now .",sadness,dailydialog_5247,0,Speaker,dailydialog
"Excuse me . Can you direct me to the toy department , please ?",neutral,dailydialog_5248,0,Speaker,dailydialog
"Sorry , you have the wrong number . There's no Brian here .",sadness,dailydialog_5249,0,Speaker,dailydialog
Oh ... that makes me excited too !,joy,dailydialog_5250,0,Speaker,dailydialog
Will that be all for today ?,neutral,dailydialog_5251,0,Speaker,dailydialog
I am calling to check your information before the interview . What position did you apply ?,neutral,dailydialog_5252,0,Speaker,dailydialog
"Yes , sir , where are you going ?",neutral,dailydialog_5253,0,Speaker,dailydialog
They are very compact and are designed to be used with one hand .,joy,dailydialog_5254,0,Speaker,dailydialog
What a pity ! The party is very interesting .,neutral,dailydialog_5255,0,Speaker,dailydialog
"Okay , I want to change 22,000 .",neutral,dailydialog_5256,0,Speaker,dailydialog
Do you like olives ? Or would you prefer crisps ?,joy,dailydialog_5257,0,Speaker,dailydialog
"Yeah ! Where there is a will , there is a way .",joy,dailydialog_5258,0,Speaker,dailydialog
"Really ? This is a nice office , but it's quite small .",surprise,dailydialog_5259,0,Speaker,dailydialog
Here is a gift for you . I hope you like it .,joy,dailydialog_5260,0,Speaker,dailydialog
You must be lonely . I will share my friends with you .,joy,dailydialog_5261,0,Speaker,dailydialog
I suppose this song can be the No . 1 on the top chart .,joy,dailydialog_5262,0,Speaker,dailydialog
I really appreciate your driving me around .,joy,dailydialog_5263,0,Speaker,dailydialog
"Well , my dear , I didn't believe it either . But I got it straight from the horse's mouth . David called me this morning .",neutral,dailydialog_5264,0,Speaker,dailydialog
Thanks . It was very nice to meet you .,joy,dailydialog_5265,0,Speaker,dailydialog
Wow ! Look at the time . lt's about 11 0 ' clock .,neutral,dailydialog_5266,0,Speaker,dailydialog
That's good to hear . You've had an ideal recovery from your operation . We're going to send you home tomorrow .,neutral,dailydialog_5267,0,Speaker,dailydialog
I just thought I would ask .,surprise,dailydialog_5268,0,Speaker,dailydialog
I cannot belive that . It must be cooked up by someone .,surprise,dailydialog_5269,0,Speaker,dailydialog
"I know cycling is always a more favorable choice than a bus . After all , it's a sport . But do you think it a pleasant experience to take in the dirty , polled air on the road ?",disgust,dailydialog_5270,0,Speaker,dailydialog
"Never mind , come right in . I've almost finished.You always keep the room neat and tidy , I must say.It saves me a lot of work , but you should let me do it .",neutral,dailydialog_5271,0,Speaker,dailydialog
It can ’ t be time to get up yet .,neutral,dailydialog_5272,0,Speaker,dailydialog
"Yes , cats are always gentle . and they don't need a lot of space since they're small .",neutral,dailydialog_5273,0,Speaker,dailydialog
"I'm glad to meet you , Mr . Zhuang . Sit down , please .",joy,dailydialog_5274,0,Speaker,dailydialog
How could I feel easy ? I ’ m really pissed .,anger,dailydialog_5275,0,Speaker,dailydialog
You are waltzing quite wonderfully . It's great to dance with a experience and talent partner .,joy,dailydialog_5276,0,Speaker,dailydialog
What shall we do after the volleyball match ?,joy,dailydialog_5277,0,Speaker,dailydialog
what a nice uniform !,joy,dailydialog_5278,0,Speaker,dailydialog
With snow in Kunming ? That's crazy !,surprise,dailydialog_5279,0,Speaker,dailydialog
Please put your luggage outside your room by eight . The bellboy will pick them up .,neutral,dailydialog_5280,0,Speaker,dailydialog
I'd love to .,joy,dailydialog_5281,0,Speaker,dailydialog
"Oh , you're kidding ! I thought I was heading east .",surprise,dailydialog_5282,0,Speaker,dailydialog
"thanks a lot Ayden . Every little bit will help . Tell you what , if you aren't doing anything tonight , why don't you come over and have dinner at my place .",joy,dailydialog_5283,0,Speaker,dailydialog
You !,anger,dailydialog_5284,0,Speaker,dailydialog
"Well , I hate the noise in the city , but I love being around lost of people . The problem is that you can ’ t have lots of people and have peace and quiet . The two just don ’ t go together .",disgust,dailydialog_5285,0,Speaker,dailydialog
Oh ! Is it too hot ? I'm sorry .,neutral,dailydialog_5286,0,Speaker,dailydialog
Here is your ticket . Let's get in the museum .,neutral,dailydialog_5287,0,Speaker,dailydialog
We have a requisition form on the company web site . What type of supplies do you need ?,neutral,dailydialog_5288,0,Speaker,dailydialog
"Thank you for coming , Ms.baker .",joy,dailydialog_5289,0,Speaker,dailydialog
"0h , that would be nice of you .",joy,dailydialog_5290,0,Speaker,dailydialog
Just two days ago it was 35 . How can it be 60 ?,surprise,dailydialog_5291,0,Speaker,dailydialog
"Our product features inventory tracking software , which continuously updates and tracks your inventory on a real-time basis .",neutral,dailydialog_5292,0,Speaker,dailydialog
He was on the diving team with me in high school and saved my life one day .,neutral,dailydialog_5293,0,Speaker,dailydialog
"( ha ha ) I ’ ll keep that in mind , but don ’ t tell my husband .",joy,dailydialog_5294,0,Speaker,dailydialog
"Really ? Wow , it is great .",surprise,dailydialog_5295,0,Speaker,dailydialog
Eighty-five ? That's the best you can do ? I'll come back later ...,surprise,dailydialog_5296,0,Speaker,dailydialog
"We have this new ETC smart phone.It comes with the Android OS so you can download applications . It also has a built-in camera , mp3 player and touch screen . It works on the 3G network so you have fast access to the internet wherever you are .",neutral,dailydialog_5297,0,Speaker,dailydialog
That is exactly what we're looking for .,joy,dailydialog_5298,0,Speaker,dailydialog
I have a terrible toothache .,sadness,dailydialog_5299,0,Speaker,dailydialog
I see . How can I pay by Telegraphic Transfer ?,neutral,dailydialog_5300,0,Speaker,dailydialog
"Oh , no ! I can't have failed . Are you sure ?",sadness,dailydialog_5301,0,Speaker,dailydialog
Get this prescription filled and go straight to bed .,neutral,dailydialog_5302,0,Speaker,dailydialog
"Well , it's just that she put a lot of makeup on her face . Actually , natural beauty comes from within .",disgust,dailydialog_5303,0,Speaker,dailydialog
"Oh , I ’ m sorry . It completely slipped my mind .",surprise,dailydialog_5304,0,Speaker,dailydialog
"Sure , a promise is a promise .",joy,dailydialog_5305,0,Speaker,dailydialog
Do you think people still have faith in the government ?,neutral,dailydialog_5306,0,Speaker,dailydialog
I know exactly what you mean . Hearing that song gives me a nostalgic feeling .,neutral,dailydialog_5307,0,Speaker,dailydialog
You saw a ghost ? When ?,surprise,dailydialog_5308,0,Speaker,dailydialog
"The C building , I think .",neutral,dailydialog_5309,0,Speaker,dailydialog
Don't worry . I believe you are just not agreeing with the local climate . I will get you some medicine . You will be alright after a good rest .,neutral,dailydialog_5310,0,Speaker,dailydialog
Really ? What can I do now ? I can't miss the important meeting .,sadness,dailydialog_5311,0,Speaker,dailydialog
"Thank you . I think I'll take this one , and these pants as well . They're a present for a friend .",joy,dailydialog_5312,0,Speaker,dailydialog
What park ? You found a doll in a park ? Gross !,surprise,dailydialog_5313,0,Speaker,dailydialog
"thanks for helping me with it . If you hadn't encouraged me to do my best , I wouldn't have ever been able to pass .",joy,dailydialog_5314,0,Speaker,dailydialog
That's cool . Have you already found an apartment to live in ?,surprise,dailydialog_5315,0,Speaker,dailydialog
"You're welcome.Good luck , bye !",joy,dailydialog_5316,0,Speaker,dailydialog
"Tell you what , I'll be calling Jim late this week anyway , so I'll mention it to him then .",joy,dailydialog_5317,0,Speaker,dailydialog
The waitress is walking over here with our check even as we speak .,neutral,dailydialog_5318,0,Speaker,dailydialog
I have never heard that men would trim their eyebrows . Are you kidding ?,surprise,dailydialog_5319,0,Speaker,dailydialog
The boss is planning to sell the company .,neutral,dailydialog_5320,0,Speaker,dailydialog
Pork . Where's the meat counter ?,neutral,dailydialog_5321,0,Speaker,dailydialog
"My birthday comes next month . I want to hold a birthday party , too .",joy,dailydialog_5322,0,Speaker,dailydialog
I liked talking to you too .,joy,dailydialog_5323,0,Speaker,dailydialog
"Sorry , I'm very near sighted .",sadness,dailydialog_5324,0,Speaker,dailydialog
Thank you.But I will call her later .,joy,dailydialog_5325,0,Speaker,dailydialog
"Yes , I do not want to see ur sleeping in the office .",joy,dailydialog_5326,0,Speaker,dailydialog
"I'm sorry sir , this flight has been cancelled due to some mechanical problems .",sadness,dailydialog_5327,0,Speaker,dailydialog
Hey ! The movie hasn't even started and they're almost gone !,surprise,dailydialog_5328,0,Speaker,dailydialog
"I'm getting so paunchy that I'm afraid I have to buy a new belt to-morrow , and I think I must go on a diet .",neutral,dailydialog_5329,0,Speaker,dailydialog
Have you ? That's splendid . Just let me get my things together . I won't keep you long .,joy,dailydialog_5330,0,Speaker,dailydialog
OK ... OK ... Anyway . I will treat you as my best friend . I hope you can do the same .,neutral,dailydialog_5331,0,Speaker,dailydialog
Just breathe deeply when you feel yourself getting upset .,joy,dailydialog_5332,0,Speaker,dailydialog
"Wow , you are so lucky . I saw that one on TV . But it must be so different to be there in the concert hall .",joy,dailydialog_5333,0,Speaker,dailydialog
That's terrific !,joy,dailydialog_5334,0,Speaker,dailydialog
Come in ! Quickly !,fear,dailydialog_5335,0,Speaker,dailydialog
"Oh my gosh . Damn ... screw the court , I would burn down their store .",anger,dailydialog_5336,0,Speaker,dailydialog
"Yes , I'd like another cup of coffee .",neutral,dailydialog_5337,0,Speaker,dailydialog
Wow . You must be very excited .,joy,dailydialog_5338,0,Speaker,dailydialog
My husband takes him in the car . He passes the school on the way to the office .,neutral,dailydialog_5339,0,Speaker,dailydialog
That's fine . Then let's sign a contract .,joy,dailydialog_5340,0,Speaker,dailydialog
This is awful ! It's like drinking saltwater ! It's like drowning in the ocean !,disgust,dailydialog_5341,0,Speaker,dailydialog
Proper posture can show your confidence .,neutral,dailydialog_5342,0,Speaker,dailydialog
There will be another sandstorm here tomorrow .,disgust,dailydialog_5343,0,Speaker,dailydialog
How dare you speak to me like this .,anger,dailydialog_5344,0,Speaker,dailydialog
How dare you be so inconsiderate ? That's wrong .,anger,dailydialog_5345,0,Speaker,dailydialog
No . Just occasionally .,joy,dailydialog_5346,0,Speaker,dailydialog
Nice to meet you too . Let me help you with your bags .,joy,dailydialog_5347,0,Speaker,dailydialog
Because the board said 60 pesos for every Taiwan dollar .,surprise,dailydialog_5348,0,Speaker,dailydialog
Look ! David gives his following-comment on my first blog . He is my first visitor .,joy,dailydialog_5349,0,Speaker,dailydialog
It wouldn't rain in the middle of the summer .,sadness,dailydialog_5350,0,Speaker,dailydialog
"Perfect . And I like her charming eyes , too .",joy,dailydialog_5351,0,Speaker,dailydialog
That ’ s not my problem .,neutral,dailydialog_5352,0,Speaker,dailydialog
"I'm sorry , Ma'am . I can't find anything under that name.Do you have your confirmation number ?",neutral,dailydialog_5353,0,Speaker,dailydialog
We are really in a hurry .,neutral,dailydialog_5354,0,Speaker,dailydialog
Twenty days .,neutral,dailydialog_5355,0,Speaker,dailydialog
"Johnny , I can't believe you would do that .",surprise,dailydialog_5356,0,Speaker,dailydialog
"No , but I'd really like to .",joy,dailydialog_5357,0,Speaker,dailydialog
I know of a restaurant . I'm sure you'll like it .,joy,dailydialog_5358,0,Speaker,dailydialog
OK . When ?,joy,dailydialog_5359,0,Speaker,dailydialog
I am totally fed up with my boss . He has crossed the line one too many times with his sexist comments . This time I am really going to report him for sexual harassment .,disgust,dailydialog_5360,0,Speaker,dailydialog
"Thanks , I'll keep that in mind .",joy,dailydialog_5361,0,Speaker,dailydialog
Can you tell me how to improve myself ?,joy,dailydialog_5362,0,Speaker,dailydialog
"Wow . this is nice . I'll take this one . I guess if she doesn't like it she can return it , right ?",joy,dailydialog_5363,0,Speaker,dailydialog
"Ouch , that hurts — did you have to mention her name ?",neutral,dailydialog_5364,0,Speaker,dailydialog
"You ’ re welcome . You know , these days I have been reflecting on my biggest weakness procrastination . The more I think about it , the more I hate myself for being so disorganized . I decided to change the situation as soon as possible . Otherwise I will be more regretful later .",neutral,dailydialog_5365,0,Speaker,dailydialog
"Oh , great , I saw a job ad outside your store . I am interested in the job advertised . I am coming to see if there is any opportunity available for me .",neutral,dailydialog_5366,0,Speaker,dailydialog
Don't worry . Bye .,joy,dailydialog_5367,0,Speaker,dailydialog
"I don't think it can be avoided , to be honest .",neutral,dailydialog_5368,0,Speaker,dailydialog
Could you help me figure out how to look for a job ?,neutral,dailydialog_5369,0,Speaker,dailydialog
"No , but I do like snowboarding .",joy,dailydialog_5370,0,Speaker,dailydialog
Are all lucky people so stuck up ?,disgust,dailydialog_5371,0,Speaker,dailydialog
"Hello , Rachel . It's glad to see you here .",joy,dailydialog_5372,0,Speaker,dailydialog
how is your house hunting going ?,neutral,dailydialog_5373,0,Speaker,dailydialog
How about this post-trip ?,neutral,dailydialog_5374,0,Speaker,dailydialog
I can't stand being with you any more . I'm sick of your drinking .,anger,dailydialog_5375,0,Speaker,dailydialog
"Yes , hope you like it . Do you need beer or wine ?",neutral,dailydialog_5376,0,Speaker,dailydialog
"IBA , Maria speaking . How can I help ?",neutral,dailydialog_5377,0,Speaker,dailydialog
"Mom , I'm tired . I feel sleepy . I want to go to bed right now .",neutral,dailydialog_5378,0,Speaker,dailydialog
"Technically , yes .",neutral,dailydialog_5379,0,Speaker,dailydialog
You are welcome . Please press the button when you need any help .,neutral,dailydialog_5380,0,Speaker,dailydialog
Oh no ! Evaluations ! You can tell that's not my favorite job ; I haven't even started yet . When is the deadline for turning in thecompleted forms ?,surprise,dailydialog_5381,0,Speaker,dailydialog
Could I ask you some questions ?,neutral,dailydialog_5382,0,Speaker,dailydialog
Wow . That's really good.And you think this is really a good system for a graduate student ?,joy,dailydialog_5383,0,Speaker,dailydialog
"It's really too early to tell , but a lot is riding on the new products . If we don't do better after the product launch , we may have to go bankrupt .",neutral,dailydialog_5384,0,Speaker,dailydialog
"No ! Christmas without him is bad enough . So , honey , do you have cold feet yet ?",sadness,dailydialog_5385,0,Speaker,dailydialog
I think that looks like a very nice house . Is it on our Internet listing for Open Houses ?,joy,dailydialog_5386,0,Speaker,dailydialog
"Yeah , the air is really fresh .",neutral,dailydialog_5387,0,Speaker,dailydialog
"Scraping is too terrifying . When they finish scrapping , your body is all red , as if you were just tortured . Cupping is the same , your body ends up with red circles all over . It looks like someone beat you up .",fear,dailydialog_5388,0,Speaker,dailydialog
When do you need it ?,neutral,dailydialog_5389,0,Speaker,dailydialog
"hi , Emily , do you know that guy over there ?",neutral,dailydialog_5390,0,Speaker,dailydialog
"Yes , he was . I'm not imagining it.Finally , just when I got home , I turned around and looked at him.He was just standing there . He didn't smile . He just stood there . It was so obvious.What should I do ? I'm so scared . Can I call the police ?",fear,dailydialog_5391,0,Speaker,dailydialog
OK . I will bring it for you .,neutral,dailydialog_5392,0,Speaker,dailydialog
The soil would need quite a bit of fertilizer to grow anything . And it would need to be protected from the UV radiation .,neutral,dailydialog_5393,0,Speaker,dailydialog
"Todd , I am so happy you called !",joy,dailydialog_5394,0,Speaker,dailydialog
Huh ? What ?,surprise,dailydialog_5395,0,Speaker,dailydialog
How many courses do you have for this semester ?,neutral,dailydialog_5396,0,Speaker,dailydialog
Sounds reasonable . I'll take three kilos .,joy,dailydialog_5397,0,Speaker,dailydialog
"Yes , they are .",neutral,dailydialog_5398,0,Speaker,dailydialog
I love the dancing figures . I'll take this music box .,joy,dailydialog_5399,0,Speaker,dailydialog
"Well , in the first year of our marriage , we had great difficulties in getting along . The things that are important to me are not important to him . We had a lot of conflicts .",joy,dailydialog_5400,0,Speaker,dailydialog
Really ? So your city does have some old history after all .,surprise,dailydialog_5401,0,Speaker,dailydialog
"Yes , could you show me to your coat section ?",neutral,dailydialog_5402,0,Speaker,dailydialog
What are the things that are forbidden to take in departure ?,neutral,dailydialog_5403,0,Speaker,dailydialog
"Yes , wasn't it funny ?",joy,dailydialog_5404,0,Speaker,dailydialog
Let me have a look . Whoa ! Get away from me !,fear,dailydialog_5405,0,Speaker,dailydialog
What ? You don ’ t know the first thing about gardening !,surprise,dailydialog_5406,0,Speaker,dailydialog
He looks like a very personable man .,joy,dailydialog_5407,0,Speaker,dailydialog
Poor me !,sadness,dailydialog_5408,0,Speaker,dailydialog
"Thanks , next time I'll make chicken soup for us .",joy,dailydialog_5409,0,Speaker,dailydialog
We'll get the factory to meet your requirements .,neutral,dailydialog_5410,0,Speaker,dailydialog
So I have to pay 25 cents for each day the books are late ?,surprise,dailydialog_5411,0,Speaker,dailydialog
"Well , have a great time !",joy,dailydialog_5412,0,Speaker,dailydialog
How about going to the Olympic souvenir store to have a look ? I remember there is one in the gym .,joy,dailydialog_5413,0,Speaker,dailydialog
Would you be willing to help me do a few things on the day I move in ?,neutral,dailydialog_5414,0,Speaker,dailydialog
"Mr . White , I would like to give you notice that I will be leaving the company . It will be effective at the beginning of the next month .",neutral,dailydialog_5415,0,Speaker,dailydialog
"Thank you , Kenvir . You're so kind .",joy,dailydialog_5416,0,Speaker,dailydialog
"Ok . Let's compromise . If you agree to only spend 75 on books , I'll agree to only spend 40 for my next shirt .",neutral,dailydialog_5417,0,Speaker,dailydialog
"Really ? I have heard there are many famous national park in the US , which one exactly ?",surprise,dailydialog_5418,0,Speaker,dailydialog
I want to inform you of the interview .,neutral,dailydialog_5419,0,Speaker,dailydialog
That ’ s fine . I would also like a few shirts and a jacket . I don ’ t need them specially made . Those shirts over there look very nice . Are they made of cotton ?,neutral,dailydialog_5420,0,Speaker,dailydialog
"30 dollars , Ma'am .",neutral,dailydialog_5421,0,Speaker,dailydialog
what's the problem ?,neutral,dailydialog_5422,0,Speaker,dailydialog
I have a sweet tooth .,neutral,dailydialog_5423,0,Speaker,dailydialog
"Well , thank you very much , I hope I can find it .",joy,dailydialog_5424,0,Speaker,dailydialog
When's the wedding going to be ?,joy,dailydialog_5425,0,Speaker,dailydialog
"No , I had no idea .",neutral,dailydialog_5426,0,Speaker,dailydialog
Happy birthday ! Many happy returns ( of the day ) .,joy,dailydialog_5427,0,Speaker,dailydialog
Are there any problems with the plumbing in the kitchen ?,neutral,dailydialog_5428,0,Speaker,dailydialog
Sure ( They get on the boat ) .,neutral,dailydialog_5429,0,Speaker,dailydialog
"Oh , sorry ! I forgot you get queasy with the sight of blood . I'll be right there .",sadness,dailydialog_5430,0,Speaker,dailydialog
Don't worry . I'll be there right on time .,neutral,dailydialog_5431,0,Speaker,dailydialog
"Can I get you something , coffee , tea ?",neutral,dailydialog_5432,0,Speaker,dailydialog
I'm leaving on Sunday . We're going to Canada .,surprise,dailydialog_5433,0,Speaker,dailydialog
Both rooms on the same card ?,neutral,dailydialog_5434,0,Speaker,dailydialog
You're welcome .,joy,dailydialog_5435,0,Speaker,dailydialog
I'm sorry . I've lost my tags and receipt . How can I do about it ?,sadness,dailydialog_5436,0,Speaker,dailydialog
"Yes , exactly .",neutral,dailydialog_5437,0,Speaker,dailydialog
Would you like to have a perm ?,neutral,dailydialog_5438,0,Speaker,dailydialog
"You see , . This time I traveled to the West . When I looked out of the windows of the rain , all the lands that I could see are as dry as a bone .",neutral,dailydialog_5439,0,Speaker,dailydialog
Sounds marvelous .,joy,dailydialog_5440,0,Speaker,dailydialog
That ’ s exactly what they did .,anger,dailydialog_5441,0,Speaker,dailydialog
Great ! I can't wait .,joy,dailydialog_5442,0,Speaker,dailydialog
Watch out ! You're too close to the fire place .,neutral,dailydialog_5443,0,Speaker,dailydialog
From reviewing your resume I can see that you have ample experience for this position.What I want to know is why you think you ’ re right for the job .,neutral,dailydialog_5444,0,Speaker,dailydialog
( My telephone number is ) 139xxxxx345 .,neutral,dailydialog_5445,0,Speaker,dailydialog
I sure do . How about American Express ?,neutral,dailydialog_5446,0,Speaker,dailydialog
What about a medication to help me with my problem ?,neutral,dailydialog_5447,0,Speaker,dailydialog
they are all good .,joy,dailydialog_5448,0,Speaker,dailydialog
Really ? You were so happy then .,surprise,dailydialog_5449,0,Speaker,dailydialog
"Yes , I did . I enjoyed it a lot.There was a folk singer , a violinist and a pianist .",joy,dailydialog_5450,0,Speaker,dailydialog
Terrific . May I stop by to get that two tickets tomorrow afternoon ?,joy,dailydialog_5451,0,Speaker,dailydialog
That sounds like fun . Let's do it .,neutral,dailydialog_5452,0,Speaker,dailydialog
"I'm doing great , thank you .",joy,dailydialog_5453,0,Speaker,dailydialog
What ? Are you kidding ?,surprise,dailydialog_5454,0,Speaker,dailydialog
go ahead .,neutral,dailydialog_5455,0,Speaker,dailydialog
"For me ? The football games of course , I love football games .",joy,dailydialog_5456,0,Speaker,dailydialog
How do I use the machines ?,neutral,dailydialog_5457,0,Speaker,dailydialog
so how about an aperitif ?,neutral,dailydialog_5458,0,Speaker,dailydialog
"Oh , so nice of you to come here . Have a seat . Please make yourself at home .",joy,dailydialog_5459,0,Speaker,dailydialog
"Tom , I've got good news for you .",joy,dailydialog_5460,0,Speaker,dailydialog
"1,000 Yuan ? That's great ! So ...",neutral,dailydialog_5461,0,Speaker,dailydialog
"You leave next Tuesday , right ? What time is your flight ?",neutral,dailydialog_5462,0,Speaker,dailydialog
Fine . Let's call a truce . I'll try to more considerate and to keep the noise down .,anger,dailydialog_5463,0,Speaker,dailydialog
Thank goodness . It is still there . Thank you very much .,joy,dailydialog_5464,0,Speaker,dailydialog
Thanks for the compliment .,joy,dailydialog_5465,0,Speaker,dailydialog
I think that there are too many of them . I think that companies spend far too much money on advertising . They should have lower prices instead . Then they would see more .,neutral,dailydialog_5466,0,Speaker,dailydialog
"Oh , no ! How did this happen . Are you sure ?",surprise,dailydialog_5467,0,Speaker,dailydialog
That's very nice of you .,joy,dailydialog_5468,0,Speaker,dailydialog
I hope not .,joy,dailydialog_5469,0,Speaker,dailydialog
She was right to do that . I heard the Neil and Tina getting married soon .,neutral,dailydialog_5470,0,Speaker,dailydialog
I felt as if I had been in a different world .,joy,dailydialog_5471,0,Speaker,dailydialog
"We pitched a tent in the night , waiting for the sunrise . Wow ! It was too beautiful .",joy,dailydialog_5472,0,Speaker,dailydialog
"Is that true ? But anyhow , it's none of our business , isn't it ?",surprise,dailydialog_5473,0,Speaker,dailydialog
Well . Thank you for coming .,joy,dailydialog_5474,0,Speaker,dailydialog
I'm going to be doing a lot of extra reading .,neutral,dailydialog_5475,0,Speaker,dailydialog
"Oh , you've already grown up , son .",joy,dailydialog_5476,0,Speaker,dailydialog
"No , its very casual there . Leave your jacket and tie at home .",neutral,dailydialog_5477,0,Speaker,dailydialog
I can do that for you . Could I see the Remittance slip ?,neutral,dailydialog_5478,0,Speaker,dailydialog
Good gracious . That ’ s incredible !,surprise,dailydialog_5479,0,Speaker,dailydialog
I'm sorry to hear that . Have you been looking for another job ?,neutral,dailydialog_5480,0,Speaker,dailydialog
that's very sensible . Would it be alright if I left early today to prepare for the trip ?,joy,dailydialog_5481,0,Speaker,dailydialog
I'm afraid it would take 15 minutes at most .,neutral,dailydialog_5482,0,Speaker,dailydialog
"I'm dead serious about this , Sally .",fear,dailydialog_5483,0,Speaker,dailydialog
"Very good . Now , if you will accompany me , we can take your measurements and choose the patterns for your suit and shirts .",joy,dailydialog_5484,0,Speaker,dailydialog
Crazy is too kind . Insane is more like it . Nuts ! Wacko ! Psycho !,anger,dailydialog_5485,0,Speaker,dailydialog
How dreadful !,disgust,dailydialog_5486,0,Speaker,dailydialog
Now you're talking .,joy,dailydialog_5487,0,Speaker,dailydialog
Really ? That's good . Is there any supermarket in our neighborhood ?,surprise,dailydialog_5488,0,Speaker,dailydialog
"Yes , you should have .",anger,dailydialog_5489,0,Speaker,dailydialog
"For me , now an important question to buy an Accord is the time when I can get this car . I need a new car rather soon .",neutral,dailydialog_5490,0,Speaker,dailydialog
"Wow , what is in this chicken dish ?",neutral,dailydialog_5491,0,Speaker,dailydialog
"I'm going to have my first baby , so I plan to hold a baby shower next Sunday .",joy,dailydialog_5492,0,Speaker,dailydialog
"I turned on my laptop and it broke ! I mean , the monitor went black !",fear,dailydialog_5493,0,Speaker,dailydialog
"Well , let's take the measurements right now .",joy,dailydialog_5494,0,Speaker,dailydialog
Gee ! There's only thirty minutes to go .,surprise,dailydialog_5495,0,Speaker,dailydialog
"Hello , Alice . Would you like to go to the temple fair with me ?",joy,dailydialog_5496,0,Speaker,dailydialog
Look behind us at the mountains ! They're reflecting pink !,joy,dailydialog_5497,0,Speaker,dailydialog
"I must tell you that because your banking has been such a large amount , you need to wait until you leave the country to get any currency back .",neutral,dailydialog_5498,0,Speaker,dailydialog
Call her on my cell phone . Wish her “ Happy Birthday ! ” Tell her you are out exploring the great American wilderness . Tell her I said she is lucky to be born on Independence Day .,joy,dailydialog_5499,0,Speaker,dailydialog
They are all leather . How do they feel ?,neutral,dailydialog_5500,0,Speaker,dailydialog
You won ’ t do it until tomorrow .,neutral,dailydialog_5501,0,Speaker,dailydialog
"Yes , I found a very good job down there .",neutral,dailydialog_5502,0,Speaker,dailydialog
"Very well , thank you .",joy,dailydialog_5503,0,Speaker,dailydialog
OK . Then I'll be expecting you .,joy,dailydialog_5504,0,Speaker,dailydialog
Wrong number ? Are you sure ? I called yesterday and she was there .,surprise,dailydialog_5505,0,Speaker,dailydialog
"Thanks , Jim . I didn ’ t think guys paid attention to stuff like that .",joy,dailydialog_5506,0,Speaker,dailydialog
"Actually , I could you some help . Thank you so much .",joy,dailydialog_5507,0,Speaker,dailydialog
I feel like maybe I am coming down with the flu .,sadness,dailydialog_5508,0,Speaker,dailydialog
I am fed up with Jack . He is so weak in dealing with other people and always eats dirt .,anger,dailydialog_5509,0,Speaker,dailydialog
We have great confidence in you .,joy,dailydialog_5510,0,Speaker,dailydialog
That's pretty cool . How much of a discount ?,joy,dailydialog_5511,0,Speaker,dailydialog
"It will give rise to occasional insomnia . OK , let's enjoy the tea before it gets cold .",joy,dailydialog_5512,0,Speaker,dailydialog
You ’ re crazy ! You haven ’ t been here long enough .,surprise,dailydialog_5513,0,Speaker,dailydialog
Here ’ s 50 dollars . Keep the change .,neutral,dailydialog_5514,0,Speaker,dailydialog
"Oh , how were you saved finally ?",surprise,dailydialog_5515,0,Speaker,dailydialog
I recommend you leave it a little long on top.But we should take in the back and sides a bit more . That's more fashionable now .,neutral,dailydialog_5516,0,Speaker,dailydialog
"That sounds great . So , do you want to have dinner at 6:00 ?",joy,dailydialog_5517,0,Speaker,dailydialog
I'm sorry ; he's out at the moment .,sadness,dailydialog_5518,0,Speaker,dailydialog
At 7:50 .,neutral,dailydialog_5519,0,Speaker,dailydialog
